year,country,id,GDPPC,DEBT,INVEST,INFLATION,POPULATION,SCHOOLING,CRISES,INSTITUTIONS,UPHEAVAL,INDEP
1977,AUS,2,13546,23.6389,25.32,12.32,14074,11.4,0,7,0,1
1978,AUS,2,13769,24.7329,23.35,7.95,14249,11.47,0,7,0,1
1979,AUS,2,14320,20.8722,25.28,6.36,14422,11.53,0,7,0,1
1980,AUS,2,14412,18.6741,24.2,10.19,14616,11.59,0,7,0,1
1981,AUS,2,14660,15.795,25.57,9.61,14923,11.65,1,7,0,1
1982,AUS,2,14412,14.6923,27.52,11.23,15162,11.7,2,7,0,1
1983,AUS,2,14239,17.1738,22.69,10.05,15348,11.77,0,7,0,1
1984,AUS,2,15062,19.5917,23.76,3.94,15510,11.85,0,7,0,1
1985,AUS,2,15638,20.9235,24.32,6.74,15695,11.92,1,7,0,1
1986,AUS,2,15757,20.9856,25.57,9.08,15900,11.97,0,7,0,1
1987,AUS,2,16293,19.5254,23.95,8.49,16137,12.03,0,7,0,1
1988,AUS,2,16752,15.9576,24.26,7.26,16400,12.09,0,7,0,1
1989,AUS,2,17194,12.206,26.84,7.55,16681,12.16,1,7,0,1
1990,AUS,2,17173,10.0273,27.75,7.28,16956,12.23,2,7,0,1
